"","INSEE_COM","Annee","Nb_mutations","NbMaisons","NbApparts","propmaison","propappart","PrixMoyen","Prixm2Moyen","SurfaceMoy"
"17065","59204","2018",4,3,1,75,25,165000,1453,101.75
"17066","59205","2018",45,43,2,95.5555555555556,4.44444444444444,97871.0888888889,1135.42222222222,85.8666666666667
"17067","59206","2018",15,15,0,100,0,125713.333333333,1275.2,97.6
"17068","59207","2018",16,16,0,100,0,101800,1072.4375,99.0625
"17069","59208","2018",1,1,0,100,0,385000,3319,116
"17070","59209","2018",2,2,0,100,0,64000,734.5,87.5
"17071","59210","2018",14,14,0,100,0,176517.857142857,1578.07142857143,121.285714285714
"17072","59211","2018",3,2,1,66.6666666666667,33.3333333333333,228200,1856.66666666667,119.333333333333
"17073","59212","2018",36,36,0,100,0,157009.722222222,1555.44444444444,107.722222222222
"17074","59213","2018",2,2,0,100,0,69500,1331.5,69.5
"17075","59214","2018",3,3,0,100,0,260333.333333333,1975,131.666666666667
"17076","59215","2018",9,9,0,100,0,221522.222222222,2097.44444444444,111
"17077","59217","2018",1,1,0,100,0,310000,1856,167
"17078","59218","2018",10,10,0,100,0,98150,927.2,115.3
"17079","59219","2018",2,2,0,100,0,111000,835.5,127
"17080","59220","2018",124,103,21,83.0645161290323,16.9354838709677,181550.241935484,2162.32258064516,83.8709677419355
"17081","59221","2018",11,6,5,54.5454545454545,45.4545454545455,102633.181818182,1468.54545454545,78.5454545454545
"17082","59222","2018",10,10,0,100,0,237527,2127.9,112.8
"17083","59223","2018",3,3,0,100,0,126500,1217,97
"17084","59224","2018",12,12,0,100,0,118433.333333333,1444.75,83.1666666666667
"17085","59225","2018",42,42,0,100,0,128007.142857143,1250.02380952381,101.071428571429
"17086","59226","2018",5,5,0,100,0,147700,1239.4,121.6
"17087","59227","2018",34,34,0,100,0,138480.735294118,1570.26470588235,89.7941176470588
"17088","59228","2018",5,5,0,100,0,148550,1701.6,93.8
"17089","59229","2018",4,4,0,100,0,88612.25,1217.75,69.25
"17090","59230","2018",27,27,0,100,0,144667.333333333,1149.07407407407,121.740740740741
"17091","59231","2018",6,6,0,100,0,113843.333333333,1380.83333333333,83
"17092","59233","2018",2,2,0,100,0,83500,745,108
"17093","59234","2018",25,24,1,96,4,107936,1315.64,83.16
"17094","59236","2018",2,2,0,100,0,88750,846.5,111
"17095","59237","2018",5,5,0,100,0,156200,1590.4,95.6
"17096","59238","2018",4,4,0,100,0,164512.5,1237.5,121.25
"17097","59241","2018",4,4,0,100,0,125625,1221.5,105.75
"17098","59242","2018",4,4,0,100,0,95250,926.25,110.5
"17099","59243","2018",8,8,0,100,0,109212.5,1290.5,90.625
"17100","59244","2018",12,12,0,100,0,132397.916666667,1268.91666666667,98.5
"17101","59246","2018",4,4,0,100,0,131875,895.5,144
"17102","59247","2018",11,11,0,100,0,220879.545454545,2116.63636363636,107.727272727273
"17103","59249","2018",51,48,3,94.1176470588235,5.88235294117647,86271.9607843137,941.333333333333,94.3333333333333
"17104","59250","2018",13,12,1,92.3076923076923,7.69230769230769,263278.461538462,2722.46153846154,100.076923076923
"17105","59251","2018",3,3,0,100,0,161000,1638.66666666667,92.3333333333333
"17106","59252","2018",10,9,1,90,10,229000,2437.2,93.6
"17107","59253","2018",35,35,0,100,0,98474.8571428571,1080.85714285714,91.9714285714286
"17108","59254","2018",4,4,0,100,0,144525,1297.75,113
"17109","59255","2018",4,4,0,100,0,145625,1360.5,104.25
"17110","59256","2018",27,27,0,100,0,270653.407407407,2576.66666666667,104.814814814815
"17111","59257","2018",3,3,0,100,0,335666.666666667,2765,123.333333333333
"17112","59258","2018",21,21,0,100,0,281855.476190476,2523.7619047619,111.428571428571
"17113","59259","2018",6,6,0,100,0,233558.333333333,1610.5,146
"17114","59260","2018",24,21,3,87.5,12.5,202520.833333333,2010.79166666667,110.708333333333
"17115","59261","2018",9,9,0,100,0,101722.222222222,1108.11111111111,88.4444444444444
"17116","59262","2018",14,14,0,100,0,248714.285714286,1786.71428571429,140.785714285714
"17117","59263","2018",10,10,0,100,0,231852,1751.1,133.5
"17118","59264","2018",5,5,0,100,0,182646,1599.4,124.6
"17119","59265","2018",14,14,0,100,0,170114.285714286,1633.07142857143,110
"17120","59266","2018",23,23,0,100,0,200832.608695652,1969.91304347826,104.565217391304
"17121","59267","2018",2,2,0,100,0,111650,1201,91.5
